season,full_name,epa,value_per_game
2023,A.Dalton,5.9767885,0.3515758
2023,A.Davis,-0.46953154,0.0
2023,A.Dillon,-17.716244,0.0
2023,A.Ekeler,-54.44622,0.0
2023,A.Erickson,5.3948007,0.3173412
2023,A.Firkser,1.1716344,0.06891967
2023,A.Gibson,-5.869466,0.0
2023,A.Green,-3.5383272,0.0
2023,A.Hooker,2.1579332,0.12693726
2023,A.Hooper,10.41262,0.61250705
2023,A.Ingold,-2.9931135,0.0
2023,A.Iosivas,5.3611298,0.31536058
2023,A.Isabella,-0.4289896,0.0
2023,A.Jones,17.416206,1.0244827
2023,A.Kamara,2.3122196,0.13601291
2023,A.Lazard,0.37687922,0.022169366
2023,A.Mattison,-36.79513,0.0
2023,A.McCarron,-5.251072,0.0
2023,A.McFarland,1.1931449,0.070185
2023,A.O'Connell,-26.47694,0.0
2023,A.Ogletree,9.111153,0.5359502
2023,A.Okwuegbunam,-0.42506695,0.0
2023,A.Perry,19.071495,1.1218526
2023,A.Pierce,17.19166,1.0112741
2023,A.Prentice,-6.090342,0.0
2023,A.Richardson,2.0629923,0.121352494
2023,A.Robinson,-5.8804517,0.0
2023,A.Rodgers,-4.0355167,0.0
2023,A.St. Brown,83.19807,4.894004
2023,A.Thielen,60.964817,3.5861657
2023,A.Trammell,-3.0054264,0.0
2023,A.Trautman,-1.0960958,0.0
2023,B.Aiyuk,90.08277,5.2989864
2023,B.Anger,1.053,0.061941177
2023,B.Bell,-12.218716,0.0
2023,B.Berrios,10.521975,0.6189397
2023,B.Bolden,4.732028,0.2783546
2023,B.Bredeson,-1.4257818,0.0
2023,B.Cooks,36.73808,2.1610634
2023,B.Covey,0.56059414,0.032976124
2023,B.Echols,2.6709,0.15711176
2023,B.Gabbert,-16.763056,0.0
2023,B.Gillikin,3.4814603,0.20479178
2023,B.Hopkins,3.0557513,0.17975008
2023,B.Hoyer,-10.596119,0.0
2023,B.Johnson,21.361656,1.256568
2023,B.Jordan,22.58858,1.32874
2023,B.Mann,4.2093267,0.24760745
2023,B.Mayfield,41.58138,2.4459634
2023,B.Melton,12.103435,0.71196675
2023,B.Powell,-1.8934394,0.0
2023,B.Pringle,1.0596628,0.062333107
2023,B.Purdy,173.56131,10.209489
2023,B.Robinson,-40.333687,0.0
2023,B.Rypien,-18.389185,0.0
2023,B.Scott,-0.1977396,0.0
2023,B.Sims,1.7060797,0.10035763
2023,B.Skowronek,-0.49641776,0.0
2023,B.Strange,-0.4619213,0.0
2023,B.Wright,7.2816153,0.4283303
2023,B.Young,-143.88986,0.0
2023,B.Zappe,-81.39004,0.0
2023,Bre.Hall,-14.618654,0.0
2023,C.Akers,-5.059438,0.0
2023,C.Austin,2.0815868,0.12244628
